,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
8087,23.0,szczecin,pogodno,1,0,0,0,1,parter ,1,brak,kamienica ,2150.0
8089,38.0,szczecin,świerczewo,1,0,0,1,1,4 ,2,brak,apartamentowiec ,2970.0
8091,19.0,szczecin,pomorzany,0,1,1,1,1,2 ,1,brak,apartamentowiec ,2400.0
8092,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8094,25.0,szczecin,centrum,1,0,1,1,1,6 ,1,brak,blok ,2250.0
8095,65.0,szczecin,niebuszewo,1,0,1,0,1,parter ,3,strzeżony,apartamentowiec ,3480.0
8096,29.0,szczecin,gumieńce,0,1,0,1,1,3 ,1,garaż,apartamentowiec ,2380.0
8097,28.0,szczecin,gumieńce,1,0,0,1,1,6 ,1,ulica,apartamentowiec ,2250.0
8098,55.0,szczecin,centrum,1,0,0,0,1,3 ,2,brak,kamienica ,4001.0
8099,47.0,szczecin,gumieńce,1,0,0,1,1,3 ,2,brak,blok ,2400.0
8100,32.5,szczecin,niebuszewo,0,1,0,1,1,9 ,1,ulica,blok ,2350.0
8101,38.0,szczecin,pogodno,1,0,1,0,1,2 ,1,brak,kamienica ,2314.0
8102,40.5,szczecin,centrum,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3599.0
8107,38.14,szczecin,gumieńce,0,1,1,1,1,10 ,1,brak,blok ,62854.0
8110,54.0,szczecin,niebuszewo,1,0,0,0,1,parter ,3,ulica,kamienica ,3320.0
8111,28.6,szczecin,zdroje,0,1,0,1,1,1 ,1,brak,apartamentowiec ,2350.0
8113,49.0,szczecin,słoneczne,1,0,0,1,1,4 ,2,ulica,blok ,3149.0
8116,30.0,szczecin,centrum,1,0,0,0,1,1 ,2,ulica,kamienica ,2900.0
8117,29.0,szczecin,gumieńce,0,1,0,1,1,3 ,1,brak,apartamentowiec ,2495.0
8118,92.0,szczecin,warszewo,1,0,0,0,1,parter ,3,garaż,apartamentowiec ,5150.0
8121,40.0,szczecin,centrum,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3370.0
8122,50.0,szczecin,centrum,0,1,0,1,1,4 ,2,garaż,apartamentowiec ,3580.0
8124,47.0,szczecin,gumieńce,1,0,0,1,1,3 ,2,brak,blok ,2400.0
8125,45.0,szczecin,centrum,1,0,1,1,1,2 ,2,garaż,apartamentowiec ,3700.0
8126,48.0,szczecin,centrum,1,0,0,1,1,7 ,2,garaż,apartamentowiec ,3190.0
8127,30.0,szczecin,centrum,1,0,1,1,1,4 ,1,brak,blok ,2220.0
8128,32.0,szczecin,warszewo,1,0,0,1,1,parter ,2,ulica,blok ,2670.0
8129,92.0,szczecin,warszewo,1,0,0,0,1,parter ,3,garaż,apartamentowiec ,5150.0
8130,41.4,szczecin,gumieńce,1,0,0,1,1,1 ,2,brak,apartamentowiec ,2950.0
8131,20.0,szczecin,centrum,0,1,1,0,1,2 ,1,brak,kamienica ,1800.0
8132,54.5,szczecin,warszewo,1,0,0,0,1,2 ,3,garaż,blok ,3900.0
8133,27.0,szczecin,centrum,0,1,1,1,1,10 ,1,brak,blok ,2319.0
8134,35.0,szczecin,bukowo,1,0,0,1,1,2 ,2,brak,blok ,3000.0
8136,37.0,szczecin,centrum,0,1,1,0,1,parter ,1,ulica,blok ,2510.0
8137,23.0,szczecin,pogodno,1,0,0,0,1,parter ,1,brak,kamienica ,2150.0
8138,24.0,szczecin,centrum,1,0,0,0,1,1 ,1,brak,blok ,2370.0
8139,25.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,kamienica ,3150.0
8141,31.0,szczecin,kijewo,1,0,0,1,1,2 ,1,brak,apartamentowiec ,2420.0
8144,9.0,szczecin,pogodno,1,0,0,0,1,suterena ,1,brak,dom wolnostojący ,1100.0
8145,53.0,szczecin,warszewo,0,1,0,0,1,2 ,2,brak,blok ,2600.0
8147,29.0,szczecin,centrum,0,1,0,0,1,-1,1,identyfikator do strefy płatnego parkowania ,apartamentowiec ,3560.0
8149,27.0,szczecin,centrum,1,0,0,0,1,1 ,2,brak,kamienica ,2870.0
8150,25.0,szczecin,pomorzany,0,1,0,0,1,1 ,1,brak,apartamentowiec ,2200.0
8151,22.0,szczecin,pogodno,1,0,0,0,1,4 ,1,ulica,blok ,2100.0
8157,24.0,szczecin,gumieńce,0,1,0,1,1,3 ,1,garaż,apartamentowiec ,2370.0
8160,40.0,szczecin,centrum,1,0,0,1,1,7 ,2,identyfikator do strefy płatnego parkowania,apartamentowiec ,4043.0
8161,44.0,szczecin,niebuszewo,0,1,0,1,1,4 ,2,brak,blok ,3386.0
8162,45.5,szczecin,gumieńce,1,0,1,0,1,parter ,2,brak,apartamentowiec ,3000.0
8163,89.0,szczecin,centrum,1,0,0,0,1,parter ,4,brak,kamienica ,4000.0
8164,53.0,szczecin,centrum,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,4200.0
8165,100.0,szczecin,centrum,1,0,0,0,0,3 ,3,ulica,kamienica ,3770.0
8167,30.0,szczecin,centrum,0,1,1,1,1,1 ,1,brak,blok ,2510.0
8168,50.0,szczecin,centrum,1,0,1,1,1,3 ,2,garaż,apartamentowiec ,4100.0
8169,35.0,szczecin,centrum,0,1,0,1,1,2 ,2,brak,blok ,2730.0
8170,40.0,szczecin,centrum,1,0,0,1,1,2 ,2,brak,apartamentowiec ,3300.0
8172,22.0,szczecin,krzekowo,1,0,0,0,1,parter ,1,brak,dom wolnostojący ,1800.0
8176,47.0,szczecin,gumieńce,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
8177,26.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2500.0
8178,25.0,szczecin,krzekowo,1,0,0,0,1,1 ,1,brak,dom wolnostojący ,2000.0
8180,130.0,szczecin,pogodno,0,1,1,0,1,parter ,4,ulica,apartamentowiec ,5901.0
8181,35.0,szczecin,gumieńce,1,0,0,0,1,2 ,1,brak,blok ,1950.0
8182,39.0,szczecin,centrum,0,1,0,1,1,parter ,2,brak,blok ,2980.0
8183,34.0,szczecin,bukowo,1,0,1,0,1,parter ,2,ulica,blok ,2300.0
8184,40.0,szczecin,centrum,0,1,0,1,1,9 ,2,brak,blok ,3380.0
8186,25.0,szczecin,gumieńce,1,0,0,1,1,3 ,1,garaż,apartamentowiec ,2080.0
8188,35.0,szczecin,centrum,0,1,1,0,1,1 ,1,ulica,kamienica ,1750.0
8189,57.0,szczecin,gumieńce,1,0,0,0,1,1 ,2,ulica,szeregowiec ,3450.0
8191,38.0,szczecin,gumieńce,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
8192,89.0,szczecin,centrum,1,0,0,0,1,parter ,4,brak,kamienica ,4000.0
8193,39.0,szczecin,centrum,1,0,0,1,1,5 ,2,ulica,blok ,1700.0
8195,35.16,szczecin,centrum,1,0,0,1,1,1 ,2,brak,blok ,84112.0
8198,54.0,szczecin,centrum,0,1,0,1,1,1 ,3,garaż,apartamentowiec ,3240.0
8201,14.0,szczecin,dąbie,1,0,0,0,1,2 ,2,brak,dom wolnostojący ,850.0
8202,50.0,szczecin,dąbie,1,0,0,0,1,parter ,2,brak,dom wolnostojący ,5000.0
8203,37.0,szczecin,niebuszewo,0,1,0,0,1,4 ,2,brak,blok ,2550.0
8204,42.0,szczecin,warszewo,1,0,0,0,1,1 ,2,ulica,blok ,2308.0
8206,37.0,szczecin,gumieńce,0,1,1,1,1,4 ,2,ulica,apartamentowiec ,2690.0
8207,32.2,szczecin,pogodno,1,0,0,0,1,parter ,2,ulica,blok ,2215.0
8210,42.0,szczecin,centrum,1,0,1,0,1,4 ,2,brak,blok ,2600.0
8211,31.0,szczecin,centrum,1,0,0,1,1,1 ,1,brak,apartamentowiec ,2600.0
8212,43.0,szczecin,niebuszewo,1,0,0,1,1,1 ,2,garaż,apartamentowiec ,2860.0
8213,25.0,szczecin,centrum,1,0,0,1,1,2 ,1,brak,blok ,2163.0
8214,32.0,szczecin,centrum,1,0,0,1,1,6 ,1,strzeżony,blok ,2170.0
8215,48.0,szczecin,centrum,1,0,0,1,1,7 ,2,garaż,apartamentowiec ,3190.0
8216,58.0,szczecin,centrum,1,0,0,0,1,parter ,3,brak,loft ,4540.0
8217,86.0,szczecin,centrum,0,1,0,0,1,3 ,3,brak,kamienica ,3950.0
8218,30.0,szczecin,gumieńce,0,1,1,1,1,3 ,2,ulica,apartamentowiec ,2950.0
8219,35.7,szczecin,centrum,0,1,1,0,1,8 ,2,brak,blok ,36976.0
8220,35.0,szczecin,centrum,1,0,0,1,1,3 ,2,brak,blok ,2700.0
8226,45.0,szczecin,centrum,1,0,0,1,1,5 ,2,garaż,apartamentowiec ,3770.0
8227,35.0,szczecin,bukowo,1,0,0,0,1,parter ,2,ulica,dom wolnostojący ,2100.0
8228,19.0,szczecin,centrum,1,0,1,1,1,6 ,1,brak,blok ,2080.0
8229,25.0,szczecin,centrum,1,0,1,1,1,6 ,1,brak,blok ,2250.0
8230,50.0,szczecin,bukowe,0,1,1,1,1,5 ,2,ulica,blok ,2900.0
8231,50.0,szczecin,centrum,1,0,0,1,1,4 ,2,garaż,blok ,3600.0
8232,120.0,szczecin,centrum,0,1,0,0,1,4 ,3,ulica,blok ,3700.0
8233,41.0,szczecin,dąbie,1,0,0,0,1,1 ,2,brak,kamienica ,2200.0
8234,26.0,szczecin,gumieńce,1,0,0,0,1,parter ,1,brak,dom wolnostojący ,2800.0
8236,22.0,szczecin,centrum,1,0,0,0,1,3 ,2,brak,blok ,1000.0
8237,36.0,szczecin,bukowe,1,0,1,0,1,parter ,1,brak,blok ,1700.0
8239,42.0,szczecin,centrum,1,0,0,1,1,4 ,2,brak,apartamentowiec ,3000.0
8241,45.0,szczecin,centrum,1,0,1,1,1,2 ,2,garaż,apartamentowiec ,3700.0
8242,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8243,22.0,szczecin,pogodno,1,0,0,0,1,4 ,1,ulica,blok ,2100.0
8244,26.0,szczecin,pogodno,1,0,0,0,1,2 ,1,brak,loft ,1800.0
8245,47.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,blok ,3080.0
8246,40.0,szczecin,gumieńce,1,0,0,0,1,3 ,2,ulica,blok ,2790.0
8247,25.0,szczecin,bukowo,1,0,0,1,1,parter ,1,brak,apartamentowiec ,2158.0
8248,32.0,szczecin,gumieńce,0,1,1,1,1,parter ,2,brak,apartamentowiec ,2470.0
8249,49.0,szczecin,warszewo,1,0,1,1,0,7 ,2,ulica,blok ,3100.0
8250,40.0,szczecin,centrum,0,1,0,1,1,5 ,2,garaż,apartamentowiec ,3670.0
8251,29.0,szczecin,centrum,0,1,0,0,1,2 ,1,brak,apartamentowiec ,3200.0
8252,42.0,szczecin,centrum,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,3740.0
8253,32.0,szczecin,centrum,0,1,1,0,1,1 ,1,brak,kamienica ,2200.0
8254,21.0,szczecin,bukowo,1,0,0,0,1,-1,1,brak,apartamentowiec ,2000.0
8255,65.0,szczecin,zdroje,1,0,0,0,1,3 ,3,ulica,blok ,3600.0
8256,28.6,szczecin,zdroje,0,1,0,1,1,1 ,1,brak,apartamentowiec ,2350.0
8258,53.0,szczecin,centrum,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,4200.0
8261,30.0,szczecin,pomorzany,1,0,0,0,1,3 ,1,brak,blok ,1800.0
8262,28.0,szczecin,centrum,1,0,0,0,1,3 ,1,brak,kamienica ,2050.0
8263,29.5,szczecin,gumieńce,1,0,0,0,1,1 ,1,ulica,blok ,2605.0
8264,29.0,szczecin,niebuszewo,0,1,0,1,1,7 ,1,brak,blok ,2310.0
8265,86.0,szczecin,centrum,1,0,0,0,1,parter ,4,brak,kamienica ,800.0
8266,30.0,szczecin,niebuszewo,0,1,0,1,1,3 ,1,ulica,blok ,2416.0
8267,32.5,szczecin,centrum,0,1,0,1,1,5 ,2,garaż,apartamentowiec ,3000.0
8268,58.0,szczecin,centrum,1,0,0,0,1,parter ,3,brak,loft ,4540.0
8269,25.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,kamienica ,3150.0
8270,34.0,szczecin,centrum,1,0,0,0,1,2 ,1,brak,kamienica ,1600.0
8271,36.5,szczecin,gumieńce,1,0,0,1,1,1 ,2,garaż,blok ,3006.0
8272,45.0,szczecin,pogodno,1,0,0,1,1,1 ,2,brak,apartamentowiec ,2969.0
8273,40.0,szczecin,pomorzany,0,1,1,1,1,6 ,2,ulica,blok ,2570.0
8274,42.0,szczecin,centrum,0,1,0,1,1,2 ,2,brak,apartamentowiec ,3000.0
8275,48.0,szczecin,pomorzany,1,0,1,0,1,2 ,2,ulica,blok ,3020.0
8276,47.0,szczecin,centrum,1,0,0,0,1,3 ,2,ulica,kamienica ,2900.0
8277,20.0,szczecin,krzekowo,1,0,0,0,1,2 ,1,brak,apartamentowiec ,2350.0
8279,67.0,szczecin,centrum,1,0,0,0,1,2 ,3,garaż,blok ,76675.0
8280,65.0,szczecin,zdroje,1,0,0,0,1,3 ,3,ulica,blok ,3600.0
8281,37.0,szczecin,niebuszewo,0,1,0,0,1,4 ,2,brak,blok ,2550.0
8282,23.0,szczecin,pogodno,1,0,0,0,1,parter ,1,brak,kamienica ,2150.0
8283,47.0,szczecin,warszewo,1,0,0,0,1,parter ,2,ulica,blok ,2994.0
8284,38.5,szczecin,pogodno,1,0,0,0,1,parter ,1,brak,kamienica ,2350.0
8285,13.0,szczecin,pomorzany,0,1,0,0,1,5 ,1,brak,blok ,1800.0
8286,62.0,szczecin,gumieńce,1,0,1,0,0,1 ,2,ulica,szeregowiec ,2300.0
8287,68.0,szczecin,niebuszewo,1,0,0,0,1,2 ,3,brak,blok ,3800.0
8288,62.0,szczecin,pogodno,1,0,1,1,1,3 ,3,ulica,blok ,3560.0
8289,34.0,szczecin,golęcino,1,0,0,0,1,parter ,1,ulica,blok ,2110.0
8290,55.0,szczecin,zdroje,1,0,0,1,1,6 ,3,ulica,blok ,2000.0
8291,47.0,szczecin,dąbie,0,1,1,1,1,4 ,2,strzeżony,apartamentowiec ,4250.0
8292,27.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,blok ,2000.0
8293,20.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2200.0
8294,25.0,szczecin,krzekowo,1,0,0,0,1,1 ,1,brak,dom wolnostojący ,2000.0
8295,100.0,szczecin,centrum,1,0,0,0,0,3 ,3,ulica,kamienica ,3770.0
8296,32.0,szczecin,centrum,1,0,0,0,1,5 ,2,identyfikator do strefy płatnego parkowania,blok ,2750.0
8297,96.0,szczecin,centrum,0,1,0,0,1,parter ,4,brak,kamienica ,3858.0
8298,42.0,szczecin,bukowo,1,0,1,1,1,1 ,2,garaż,blok ,3100.0
8299,20.0,szczecin,pogodno,1,0,1,0,1,4 ,1,brak,blok ,1800.0
8300,87.0,szczecin,centrum,1,0,0,0,1,4 ,3,ulica,kamienica ,2800.0
8304,25.0,szczecin,centrum,1,0,0,0,1,5 ,1,ulica,blok ,2100.0
8305,30.0,szczecin,centrum,1,0,0,1,1,2 ,1,strzeżony,apartamentowiec ,2250.0
8306,31.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2250.0
8307,30.0,szczecin,bukowe,0,1,0,0,1,1 ,1,ulica,blok ,2320.0
8308,40.5,szczecin,centrum,0,1,0,1,1,5 ,2,ulica,apartamentowiec ,3200.0
8309,28.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,kamienica ,1750.0
8310,47.6,szczecin,pomorzany,0,1,0,1,1,6 ,2,brak,blok ,69643.0
8313,51.0,szczecin,warszewo,1,0,0,0,1,2 ,2,ulica,blok ,2740.0
8314,30.0,szczecin,centrum,1,0,0,0,1,2 ,1,brak,kamienica ,2400.0
8315,50.0,szczecin,pomorzany,1,0,1,1,1,5 ,2,brak,apartamentowiec ,3415.0
8316,38.0,szczecin,centrum,0,1,1,0,1,-1,2,brak,blok ,2580.0
8317,31.0,szczecin,centrum,1,0,0,1,1,parter ,1,ulica,blok ,2200.0
8318,31.0,szczecin,gumieńce,1,0,0,1,1,5 ,2,brak,apartamentowiec ,2750.0
8319,29.5,szczecin,gumieńce,1,0,0,0,1,1 ,1,ulica,blok ,2605.0
8320,34.96,szczecin,centrum,1,0,0,1,1,4 ,2,brak,apartamentowiec ,3900.0
8321,32.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2490.0
8322,44.0,szczecin,pomorzany,0,1,0,1,1,3 ,2,garaż,apartamentowiec ,3150.0
8323,31.0,szczecin,warszewo,1,0,0,1,1,5 ,1,garaż,apartamentowiec ,2500.0
8324,48.0,szczecin,pomorzany,1,0,0,0,1,-1,2,brak,blok ,2700.0
8325,38.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,kamienica ,2250.0
8326,18.0,szczecin,centrum,1,0,0,0,1,3 ,1,brak,kamienica ,1475.0
8327,53.0,szczecin,zdroje,1,0,0,0,1,2 ,3,brak,blok ,3480.0
8328,37.0,szczecin,niebuszewo,1,0,0,0,1,2 ,2,brak,blok ,2665.0
8329,37.0,szczecin,świerczewo,1,0,0,1,1,7 ,2,ulica,blok ,3200.0
8330,20.0,szczecin,pogodno,1,0,0,0,1,1 ,1,ulica,kamienica ,1200.0
8331,42.0,szczecin,centrum,0,1,0,1,1,5 ,2,brak,szeregowiec ,4700.0
8332,81.0,szczecin,krzekowo,1,0,0,0,1,2 ,4,strzeżony,blok ,5450.0
8333,42.0,szczecin,bukowo,1,0,1,1,1,1 ,2,garaż,blok ,3100.0
8334,50.0,szczecin,centrum,1,0,1,1,1,3 ,2,garaż,apartamentowiec ,4100.0
8335,42.0,szczecin,centrum,0,1,0,1,1,5 ,2,brak,szeregowiec ,4700.0
8336,37.0,szczecin,pomorzany,1,0,0,0,1,parter ,1,brak,blok ,2050.0
8337,63.4,szczecin,pomorzany,0,1,0,1,1,2 ,3,brak,blok ,2999.0
8338,32.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2490.0
8339,46.0,szczecin,niebuszewo,1,0,0,1,1,9 ,2,ulica,blok ,2360.0
8340,37.37,szczecin,warszewo,1,0,0,0,1,1 ,2,ulica,blok ,2642.0
8341,70.0,szczecin,centrum,0,1,0,1,0,-1,3,ulica,blok ,3620.0
8342,37.0,szczecin,centrum,1,0,0,1,1,6 ,2,ulica,apartamentowiec ,2420.0
8343,29.6,szczecin,pomorzany,0,1,0,1,1,3 ,1,brak,blok ,2500.0
8347,45.0,szczecin,centrum,1,0,1,1,1,2 ,2,garaż,apartamentowiec ,3700.0
8348,23.0,szczecin,centrum,1,0,1,0,1,poddasze ,1,brak,kamienica ,2720.0
8349,46.0,szczecin,centrum,0,1,0,0,1,2 ,2,brak,blok ,2670.0
8350,50.0,szczecin,pomorzany,1,0,0,1,1,3 ,2,ulica,apartamentowiec ,2950.0
8351,37.0,szczecin,pomorzany,1,0,0,0,1,1 ,2,ulica,blok ,2474.0
8352,55.0,szczecin,centrum,1,0,0,0,1,3 ,2,brak,kamienica ,4001.0
8354,37.0,szczecin,niebuszewo,0,1,0,0,1,4 ,2,brak,blok ,2550.0
8355,30.0,szczecin,bukowe,0,1,0,0,1,1 ,1,ulica,blok ,2320.0
8356,36.0,szczecin,golęcino,1,0,0,0,1,2 ,1,brak,apartamentowiec ,2260.0
8357,44.61,szczecin,krzekowo,1,0,0,0,1,2 ,2,brak,blok ,2700.0
8358,30.0,szczecin,centrum,1,0,0,0,1,1 ,2,ulica,kamienica ,2900.0
8359,26.0,szczecin,pogodno,1,0,0,0,1,2 ,1,brak,loft ,1800.0
8360,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8361,50.0,szczecin,krzekowo,0,1,0,1,1,5 ,2,brak,blok ,4501.0
8362,24.0,szczecin,centrum,1,0,0,0,1,1 ,1,brak,blok ,2370.0
8363,64.0,szczecin,świerczewo,1,0,0,0,1,1 ,3,brak,blok ,2500.0
8365,35.0,szczecin,niebuszewo,1,0,0,0,1,3 ,2,ulica,blok ,2350.0
8366,26.0,szczecin,pogodno,1,0,0,1,1,powyżej 10 ,1,ulica,blok ,1750.0
8368,24.0,szczecin,dąbie,1,0,0,0,1,1 ,3,ulica,dom wolnostojący ,750.0
8369,51.0,szczecin,świerczewo,1,0,0,0,1,1 ,3,brak,blok ,2920.0
8370,44.0,szczecin,dąbie,1,0,0,1,1,3 ,2,strzeżony,apartamentowiec ,3850.0
8371,49.0,szczecin,słoneczne,1,0,0,1,1,4 ,2,ulica,blok ,3149.0
8372,42.0,szczecin,warszewo,1,0,0,0,1,1 ,2,ulica,blok ,2308.0
8373,23.0,szczecin,centrum,1,0,0,1,1,6 ,1,brak,blok ,2350.0
8374,45.0,szczecin,niebuszewo,1,0,0,1,1,4 ,2,brak,apartamentowiec ,3358.0
8375,65.0,szczecin,pogodno,1,0,0,0,1,1 ,3,brak,blok ,2800.0
8376,47.0,szczecin,gumieńce,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
8377,29.0,szczecin,pomorzany,1,0,0,1,1,4 ,1,brak,apartamentowiec ,2513.0
8379,35.6,szczecin,niebuszewo,1,0,0,1,1,2 ,2,brak,blok ,2450.0
8380,20.0,szczecin,centrum,0,1,1,0,1,3 ,1,brak,kamienica ,1600.0
8381,32.0,szczecin,centrum,1,0,0,1,1,6 ,1,strzeżony,blok ,2370.0
8382,25.0,szczecin,centrum,0,1,0,0,1,parter ,1,ulica,blok ,1750.0
8383,33.0,szczecin,centrum,0,1,0,0,1,parter ,1,brak,blok ,2350.0
8384,45.0,szczecin,centrum,1,0,1,1,1,2 ,2,garaż,apartamentowiec ,3700.0
8385,10.0,szczecin,centrum,1,0,0,0,1,2 ,4,brak,apartamentowiec ,1200.0
8386,32.0,szczecin,gumieńce,0,1,1,1,1,parter ,2,brak,apartamentowiec ,2470.0
8387,48.0,szczecin,pomorzany,0,1,1,0,1,9 ,2,brak,blok ,3040.0
8388,65.0,szczecin,centrum,0,1,0,0,1,1 ,3,brak,blok ,6300.0
8389,37.0,szczecin,niebuszewo,1,0,0,1,1,1 ,2,brak,apartamentowiec ,3075.0
8390,28.0,szczecin,niebuszewo,1,0,0,0,1,parter ,1,brak,kamienica ,2000.0
8391,35.0,szczecin,golęcino,1,0,0,0,1,2 ,1,brak,apartamentowiec ,2060.0
8392,68.0,szczecin,centrum,0,1,0,0,1,1 ,2,brak,kamienica ,4301.0
8393,36.0,szczecin,warszewo,1,0,1,1,1,parter ,2,ulica,apartamentowiec ,2550.0
8394,73.0,szczecin,krzekowo,1,0,0,0,1,2 ,3,brak,blok ,4855.0
8396,49.0,szczecin,słoneczne,1,0,0,1,1,4 ,2,ulica,blok ,3149.0
8397,26.0,szczecin,pogodno,1,0,0,0,1,2 ,1,brak,loft ,1800.0
8398,23.0,szczecin,centrum,1,0,0,1,1,6 ,1,brak,blok ,2350.0
8399,35.0,szczecin,gumieńce,1,0,1,0,1,1 ,1,ulica,pozostałe ,2650.0
8400,27.0,szczecin,gumieńce,1,0,0,1,1,3 ,1,brak,apartamentowiec ,2420.0
8401,80.0,szczecin,centrum,1,0,1,0,1,2 ,3,brak,kamienica ,4080.0
8403,75.0,szczecin,dąbie,0,1,1,1,1,1 ,4,ulica,kamienica ,3828.0
8404,42.0,szczecin,warszewo,1,0,0,0,1,1 ,2,ulica,blok ,2308.0
8405,25.0,szczecin,centrum,1,0,1,0,1,4 ,1,brak,kamienica ,1500.0
8408,36.4,szczecin,centrum,0,1,0,0,1,4 ,2,brak,blok ,2500.0
8409,34.96,szczecin,centrum,1,0,0,1,1,4 ,2,brak,apartamentowiec ,3900.0
8411,35.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,blok ,2200.0
8412,32.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2490.0
8413,23.0,szczecin,centrum,1,0,0,0,1,2 ,1,brak,blok ,2100.0
8414,26.0,szczecin,centrum,1,0,0,1,1,4 ,1,brak,blok ,2080.0
8416,42.3,szczecin,bukowe,1,0,0,0,1,1 ,2,ulica,blok ,2000.0
8417,38.0,szczecin,słoneczne,1,0,1,1,1,1 ,2,strzeżony,apartamentowiec ,2850.0
8419,47.0,szczecin,niebuszewo,0,1,0,1,0,1 ,2,brak,blok ,2900.0
8420,32.0,szczecin,pomorzany,1,0,0,1,1,9 ,1,brak,apartamentowiec ,1940.0
8421,56.0,szczecin,gumieńce,1,0,0,0,1,parter ,2,brak,pozostałe ,2300.0
8422,28.6,szczecin,zdroje,0,1,0,1,1,1 ,1,brak,apartamentowiec ,2350.0
8423,37.0,szczecin,niebuszewo,0,1,0,0,1,4 ,2,brak,blok ,2550.0
8424,26.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2500.0
8425,25.0,szczecin,pomorzany,0,1,0,0,1,1 ,1,brak,apartamentowiec ,2200.0
8426,35.0,szczecin,centrum,1,0,1,0,1,4 ,2,brak,kamienica ,2450.0
8429,35.0,szczecin,pogodno,0,1,0,0,1,2 ,2,brak,kamienica ,2650.0
8430,36.0,szczecin,centrum,1,0,0,1,1,8 ,2,brak,blok ,2000.0
8431,20.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2200.0
8432,57.0,szczecin,centrum,1,0,0,0,1,parter ,2,brak,kamienica ,2900.0
8433,38.0,szczecin,warszewo,1,0,1,0,1,parter ,2,strzeżony,blok ,2805.0
8434,31.0,szczecin,centrum,1,0,0,1,1,3 ,1,brak,kamienica ,3000.0
8435,37.0,szczecin,bukowo,1,0,0,0,1,parter ,2,ulica,apartamentowiec ,2380.0
8436,65.0,szczecin,zdroje,1,0,0,0,1,3 ,3,ulica,blok ,3600.0
8437,39.67,szczecin,pogodno,1,0,0,0,1,1 ,2,brak,blok ,2320.0
8438,26.0,szczecin,pogodno,1,0,0,0,1,2 ,1,brak,loft ,1800.0
8439,37.0,szczecin,centrum,0,1,0,1,1,5 ,2,strzeżony,blok ,3060.0
8440,87.0,szczecin,centrum,1,0,1,0,1,2 ,3,brak,kamienica ,3880.0
8441,51.0,szczecin,centrum,0,1,0,0,1,3 ,2,brak,pozostałe ,2499.0
8442,43.0,szczecin,warszewo,1,0,1,0,1,4 ,2,ulica,apartamentowiec ,2980.0
8444,51.3,szczecin,gumieńce,0,1,1,1,1,1 ,2,garaż,blok ,66356.0
8445,50.0,szczecin,centrum,1,0,0,0,1,-1,2,brak,apartamentowiec ,5400.0
8446,70.0,szczecin,centrum,1,0,0,0,1,-1,3,brak,blok ,5999.0
8447,100.0,szczecin,niebuszewo,1,0,1,0,1,4 ,4,ulica,kamienica ,3300.0
8448,39.0,szczecin,pogodno,1,0,0,1,0,2 ,2,garaż,apartamentowiec ,3975.0
8449,32.0,szczecin,gumieńce,0,1,1,1,1,parter ,2,brak,apartamentowiec ,2470.0
8450,38.0,szczecin,gumieńce,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
8451,51.0,szczecin,warszewo,1,0,0,0,1,2 ,2,ulica,blok ,2740.0
8452,38.0,szczecin,świerczewo,1,0,0,1,1,4 ,2,brak,apartamentowiec ,2970.0
8454,38.0,szczecin,gumieńce,1,0,0,1,1,4 ,2,brak,apartamentowiec ,61960.0
8455,45.13,szczecin,bukowo,1,0,0,1,1,2 ,2,ulica,blok ,3050.0
8457,37.0,szczecin,niebuszewo,0,1,0,0,1,3 ,2,brak,blok ,2500.0
8458,13.0,szczecin,centrum,0,1,1,0,1,4 ,1,brak,blok ,1950.0
8459,66.45,szczecin,niebuszewo,0,1,0,1,1,3 ,3,garaż,apartamentowiec ,3445.0
