,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
8460,35.0,szczecin,warszewo,1,0,0,0,1,3 ,1,brak,blok ,2170.0
8461,52.0,szczecin,bukowe,0,1,1,0,1,3 ,2,brak,blok ,2930.0
8462,19.0,szczecin,centrum,1,0,1,1,1,6 ,1,brak,blok ,2080.0
8463,32.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2490.0
8464,29.5,szczecin,gumieńce,1,0,0,0,1,1 ,1,ulica,blok ,2605.0
8465,35.0,szczecin,centrum,1,0,1,1,1,2 ,2,brak,blok ,2630.0
8467,20.0,szczecin,pogodno,1,0,0,1,1,2 ,1,ulica,apartamentowiec ,2450.0
8468,45.0,szczecin,niebuszewo,1,0,0,0,1,1 ,2,brak,blok ,2000.0
8469,17.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,kamienica ,1000.0
8470,49.0,szczecin,warszewo,1,0,0,0,1,-1,2,brak,blok ,2300.0
8471,22.0,szczecin,centrum,1,0,0,0,1,4 ,1,ulica,kamienica ,1978.0
8472,30.0,szczecin,centrum,0,1,0,1,1,2 ,1,ulica,blok ,2149.0
8473,17.0,szczecin,centrum,1,0,0,0,1,3 ,1,brak,kamienica ,1450.0
8474,60.0,szczecin,centrum,1,0,0,0,1,1 ,2,brak,kamienica ,3140.0
8475,49.0,szczecin,słoneczne,1,0,0,1,1,4 ,2,ulica,blok ,3149.0
8476,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8477,32.0,szczecin,centrum,1,0,0,0,1,5 ,2,identyfikator do strefy płatnego parkowania,blok ,2750.0
8478,70.0,szczecin,bukowo,1,0,1,0,1,2 ,2,brak,dom wolnostojący ,1900.0
8479,37.0,szczecin,centrum,0,1,0,0,1,3 ,2,brak,kamienica ,2530.0
8480,49.9,szczecin,bukowe,1,0,0,0,1,4 ,2,ulica,blok ,2000.0
8481,46.0,szczecin,centrum,1,0,0,0,1,1 ,2,brak,blok ,2770.0
8482,65.0,szczecin,niebuszewo,0,1,0,0,1,3 ,3,brak,blok ,5251.0
8483,74.0,szczecin,centrum,0,1,0,1,1,6 ,4,ulica,blok ,8251.0
8484,29.0,szczecin,centrum,1,0,0,1,1,3 ,1,brak,blok ,2100.0
8485,59.0,szczecin,niebuszewo,0,1,0,0,1,1 ,3,brak,blok ,2430.0
8486,50.0,szczecin,centrum,1,0,0,1,1,2 ,2,brak,blok ,3200.0
8487,51.0,szczecin,krzekowo,1,0,0,0,1,1 ,2,ulica,blok ,3000.0
8488,40.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,kamienica ,3120.0
8489,38.0,szczecin,gumieńce,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
8490,25.0,szczecin,pomorzany,0,1,0,0,1,1 ,1,brak,apartamentowiec ,2200.0
8491,32.0,szczecin,centrum,1,0,1,0,1,parter ,2,ulica,kamienica ,2210.0
8492,30.0,szczecin,centrum,0,1,1,1,1,2 ,1,brak,blok ,2350.0
8493,59.0,szczecin,majowe,1,0,0,0,1,2 ,2,brak,dom wolnostojący ,1800.0
8494,21.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2200.0
8495,47.0,szczecin,centrum,1,0,0,1,1,3 ,2,garaż,blok ,3370.0
8496,62.0,szczecin,gumieńce,1,0,1,0,1,1 ,2,ulica,szeregowiec ,2300.0
8497,34.0,szczecin,centrum,0,1,1,0,1,2 ,2,brak,blok ,2550.0
8498,36.5,szczecin,centrum,1,0,0,1,1,1 ,2,ulica,blok ,3000.0
8499,49.5,szczecin,bukowe,1,0,0,1,1,10 ,2,strzeżony,blok ,3600.0
8501,53.0,szczecin,centrum,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,4200.0
8502,26.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2500.0
8503,50.0,szczecin,bukowe,0,1,1,1,1,5 ,2,ulica,blok ,2900.0
8504,57.0,szczecin,gumieńce,1,0,0,0,1,1 ,2,ulica,szeregowiec ,3450.0
8505,65.0,szczecin,bukowe,0,1,0,0,1,1 ,3,brak,blok ,6001.0
8506,35.0,szczecin,warszewo,1,0,0,0,1,parter ,1,ulica,szeregowiec ,1800.0
8507,70.0,szczecin,centrum,1,0,0,0,1,2 ,2,ulica,kamienica ,2908.0
8508,75.0,szczecin,golęcino,1,0,1,1,1,parter ,3,ulica,dom wolnostojący ,3428.0
8509,42.0,szczecin,gumieńce,0,1,0,0,1,parter ,2,brak,blok ,2400.0
8510,39.0,szczecin,centrum,1,0,1,0,1,4 ,1,brak,blok ,1600.0
8511,20.0,szczecin,centrum,1,0,0,0,1,1 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2300.0
8513,27.0,szczecin,pomorzany,1,0,0,1,1,8 ,1,brak,blok ,2250.0
8514,48.0,szczecin,centrum,1,0,0,1,1,7 ,2,garaż,apartamentowiec ,3190.0
8515,21.0,szczecin,bukowo,1,0,0,0,1,-1,1,brak,apartamentowiec ,2000.0
8516,10.0,szczecin,centrum,1,0,0,0,1,2 ,4,brak,apartamentowiec ,1200.0
8517,90.0,szczecin,niebuszewo,1,0,0,0,1,1 ,3,brak,kamienica ,3501.0
8518,35.0,szczecin,pomorzany,1,0,1,0,1,1 ,1,ulica,apartamentowiec ,1980.0
8519,50.7,szczecin,warszewo,1,0,0,0,1,2 ,2,ulica,blok ,3310.0
8520,40.0,szczecin,pomorzany,1,0,0,1,0,9 ,2,brak,blok ,2150.0
8521,36.0,szczecin,centrum,1,0,0,0,0,1 ,2,brak,kamienica ,2350.0
8522,32.5,szczecin,niebuszewo,0,1,0,1,1,9 ,1,ulica,blok ,2350.0
8523,53.64,szczecin,warszewo,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,2670.0
8524,1.0,szczecin,pogodno,1,0,0,0,1,2 ,1,brak,pozostałe ,1950.0
8525,54.0,szczecin,niebuszewo,0,1,0,0,1,1 ,2,brak,blok ,2909.0
8526,35.0,szczecin,gumieńce,1,0,1,0,1,1 ,1,ulica,pozostałe ,2650.0
8527,43.0,szczecin,pomorzany,0,1,0,1,1,2 ,2,garaż,blok ,3100.0
8528,23.0,szczecin,centrum,1,0,0,1,1,6 ,1,brak,blok ,2350.0
8529,32.0,szczecin,centrum,0,1,1,0,1,1 ,1,brak,kamienica ,2200.0
8530,37.3,szczecin,niebuszewo,1,0,0,0,1,4 ,2,ulica,blok ,2469.0
8531,33.0,szczecin,pogodno,1,0,1,0,1,parter ,2,brak,kamienica ,2600.0
8532,40.0,szczecin,niebuszewo,0,1,0,0,1,3 ,2,brak,kamienica ,1975.0
8533,38.0,szczecin,gumieńce,1,0,0,0,1,1 ,2,brak,blok ,2600.0
8534,77.0,szczecin,gumieńce,1,0,1,0,0,2 ,3,ulica,blok ,3400.0
8535,38.5,szczecin,pogodno,1,0,0,0,1,parter ,1,brak,kamienica ,2350.0
8536,24.0,szczecin,centrum,1,0,0,0,1,5 ,1,brak,blok ,2350.0
8537,63.0,szczecin,centrum,1,0,0,0,1,parter ,3,brak,blok ,3529.0
8538,40.0,szczecin,gumieńce,1,0,0,0,1,2 ,1,brak,szeregowiec ,1900.0
8539,62.0,szczecin,centrum,1,0,1,0,1,parter ,2,ulica,kamienica ,3200.0
8540,35.0,szczecin,gumieńce,1,0,1,0,1,2 ,3,brak,kamienica ,2000.0
8541,32.0,szczecin,centrum,0,1,1,0,1,1 ,1,brak,kamienica ,2200.0
8542,60.0,szczecin,niebuszewo,1,0,1,0,1,1 ,3,brak,blok ,3100.0
8543,35.0,szczecin,gumieńce,1,0,0,0,1,1 ,4,brak,dom wolnostojący ,2601.0
8544,30.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,kamienica ,2150.0
8545,46.0,szczecin,warszewo,1,0,0,0,1,parter ,2,brak,blok ,2600.0
8546,25.0,szczecin,pomorzany,1,0,1,0,1,parter ,1,brak,blok ,2220.0
8547,61.0,szczecin,dąbie,1,0,1,0,1,2 ,3,ulica,kamienica ,2700.0
8548,37.37,szczecin,warszewo,0,1,0,0,1,1 ,2,brak,blok ,2642.0
8549,42.0,szczecin,warszewo,1,0,0,1,1,-1,2,brak,blok ,3050.0
8550,67.0,szczecin,centrum,1,0,0,0,1,2 ,3,brak,blok ,3700.0
8551,43.13,szczecin,niebuszewo,1,0,1,0,1,parter ,2,ulica,blok ,2390.0
8552,63.0,szczecin,pomorzany,0,1,0,0,1,4 ,3,brak,blok ,2970.0
8553,38.0,szczecin,gumieńce,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
8554,35.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,blok ,2200.0
8555,31.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2250.0
8556,43.0,szczecin,pomorzany,1,0,0,1,0,4 ,2,ulica,blok ,2950.0
8557,27.0,szczecin,gumieńce,1,0,0,0,1,2 ,1,brak,blok ,2200.0
8558,29.0,szczecin,gumieńce,0,1,0,1,1,2 ,1,ulica,apartamentowiec ,2750.0
8559,29.0,szczecin,niebuszewo,1,0,0,1,1,10 ,1,brak,blok ,2340.0
8560,45.0,szczecin,bukowo,1,0,1,0,1,parter ,2,ulica,dom wolnostojący ,2000.0
8561,1.0,szczecin,pogodno,1,0,1,0,1,2 ,2,brak,dom wolnostojący ,1100.0
8562,40.0,szczecin,centrum,1,0,1,0,1,4 ,2,brak,kamienica ,2540.0
8563,27.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,kamienica ,2000.0
8564,42.0,szczecin,gumieńce,1,0,1,0,1,2 ,2,ulica,blok ,2856.0
8565,51.5,szczecin,pogodno,1,0,0,0,1,2 ,2,ulica,blok ,2630.0
8566,89.0,szczecin,centrum,1,0,0,0,1,parter ,4,brak,kamienica ,4000.0
8567,47.0,szczecin,gumieńce,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
8568,47.0,szczecin,centrum,1,0,0,0,1,3 ,2,ulica,kamienica ,2900.0
8569,30.0,szczecin,pogodno,0,1,0,0,1,2 ,1,brak,kamienica ,2550.0
8570,58.5,szczecin,gumieńce,0,1,0,1,1,5 ,3,strzeżony,blok ,3200.0
8571,55.39,szczecin,centrum,1,0,1,0,1,2 ,2,brak,kamienica ,2600.0
8572,54.0,szczecin,centrum,0,1,0,0,1,1 ,3,brak,kamienica ,3430.0
8573,60.0,szczecin,warszewo,1,0,0,0,1,parter ,2,brak,dom wolnostojący ,2900.0
8574,12.0,szczecin,centrum,1,0,0,0,1,parter ,3,brak,kamienica ,691.0
8575,60.0,szczecin,niebuszewo,1,0,1,0,1,3 ,3,ulica,blok ,3300.0
8576,50.0,szczecin,pomorzany,0,1,0,1,1,3 ,2,brak,apartamentowiec ,3750.0
8577,25.0,szczecin,pomorzany,0,1,0,0,1,1 ,1,brak,apartamentowiec ,2200.0
8578,50.0,szczecin,centrum,1,0,0,0,1,-1,2,brak,blok ,4500.0
8579,37.0,szczecin,warszewo,1,0,0,0,1,1 ,2,ulica,blok ,2400.0
8580,38.0,szczecin,słoneczne,1,0,1,1,1,1 ,2,strzeżony,apartamentowiec ,2850.0
8581,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8582,32.0,szczecin,centrum,1,0,0,0,1,-1,2,brak,pozostałe ,1500.0
8583,76.0,szczecin,centrum,1,0,0,1,1,7 ,3,garaż,apartamentowiec ,4900.0
8584,58.0,szczecin,gumieńce,1,0,0,1,1,5 ,3,ulica,blok ,2964.0
8585,48.55,szczecin,słoneczne,1,0,1,1,1,8 ,2,strzeżony,blok ,2990.0
8586,33.5,szczecin,niebuszewo,1,0,0,0,1,3 ,1,brak,blok ,2240.0
8587,38.0,szczecin,gumieńce,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
8588,49.08,szczecin,pomorzany,1,0,1,1,1,1 ,2,brak,blok ,1800.0
8589,30.0,szczecin,pogodno,0,1,0,0,1,2 ,1,brak,kamienica ,2550.0
8590,30.0,szczecin,gumieńce,1,0,0,0,1,parter ,1,brak,dom wolnostojący ,2000.0
8591,52.0,szczecin,pomorzany,1,0,0,0,1,2 ,2,brak,blok ,4001.0
8592,28.6,szczecin,zdroje,0,1,0,1,1,1 ,1,brak,apartamentowiec ,2350.0
8593,20.0,szczecin,centrum,0,1,1,0,1,3 ,1,brak,kamienica ,1600.0
8594,86.0,szczecin,centrum,0,1,0,0,1,3 ,3,brak,kamienica ,3950.0
8595,48.0,szczecin,centrum,1,0,0,0,1,parter ,2,ulica,dom wolnostojący ,2200.0
8596,32.5,szczecin,centrum,0,1,0,1,1,5 ,2,garaż,apartamentowiec ,3000.0
8597,36.64,szczecin,centrum,1,0,0,1,1,2 ,1,ulica,blok ,2490.0
8598,50.0,szczecin,warszewo,1,0,1,0,0,4 ,2,ulica,blok ,3280.0
8599,39.0,szczecin,pogodno,1,0,0,0,1,2 ,2,ulica,blok ,2670.0
8600,24.8,szczecin,centrum,1,0,0,1,1,4 ,1,brak,blok ,2100.0
8601,48.0,szczecin,centrum,1,0,0,1,1,7 ,2,garaż,apartamentowiec ,3190.0
8602,47.0,szczecin,zdroje,1,0,0,0,1,parter ,2,brak,blok ,2600.0
8603,63.0,szczecin,warszewo,1,0,0,0,1,parter ,3,brak,blok ,3064.0
8604,65.0,szczecin,bukowe,0,1,0,0,1,2 ,3,brak,blok ,6300.0
8605,45.0,szczecin,centrum,1,0,0,1,1,5 ,2,garaż,apartamentowiec ,3770.0
8606,100.0,szczecin,centrum,1,0,0,0,0,3 ,3,ulica,kamienica ,3770.0
8607,35.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,blok ,2200.0
8608,50.0,szczecin,centrum,1,0,0,0,1,2 ,2,ulica,szeregowiec ,2301.0
8609,30.0,szczecin,centrum,0,1,0,1,1,-1,1,brak,apartamentowiec ,5400.0
8610,45.0,szczecin,centrum,0,1,0,1,1,parter ,2,brak,blok ,3500.0
8611,48.0,szczecin,pomorzany,1,0,0,0,1,2 ,2,brak,blok ,2200.0
8612,52.7,szczecin,krzekowo,1,0,0,0,1,2 ,3,brak,blok ,3300.0
8613,37.0,szczecin,bukowe,1,0,0,0,1,2 ,1,brak,blok ,2612.0
8614,44.0,szczecin,niebuszewo,1,0,1,0,1,2 ,2,ulica,kamienica ,2760.0
8615,66.87,szczecin,niebuszewo,0,1,0,1,1,1 ,3,garaż,blok ,3100.0
8616,22.0,szczecin,pogodno,1,0,0,0,1,4 ,1,ulica,blok ,2100.0
8618,32.0,szczecin,centrum,0,1,1,0,1,1 ,1,brak,kamienica ,2200.0
8619,37.0,szczecin,centrum,1,0,1,1,1,2 ,2,brak,blok ,2000.0
8620,70.0,szczecin,pogodno,1,0,0,0,0,parter ,2,brak,pozostałe ,3400.0
8621,53.0,szczecin,świerczewo,1,0,1,1,1,1 ,3,brak,blok ,3500.0
8622,32.0,szczecin,gumieńce,1,0,0,0,1,1 ,2,brak,blok ,2650.0
8623,40.0,szczecin,centrum,0,1,0,1,1,parter ,2,brak,apartamentowiec ,2980.0
8624,58.0,szczecin,centrum,1,0,0,0,1,1 ,3,ulica,blok ,3240.0
8625,34.0,szczecin,krzekowo,1,0,0,0,1,2 ,1,ulica,blok ,2300.0
8626,38.0,szczecin,pomorzany,1,0,0,1,1,3 ,2,ulica,blok ,2250.0
8627,32.0,szczecin,centrum,1,0,0,1,1,1 ,2,brak,blok ,2850.0
8628,39.0,szczecin,niebuszewo,1,0,0,0,1,1 ,2,brak,blok ,2776.0
8630,10.0,szczecin,centrum,1,0,0,0,1,2 ,4,brak,apartamentowiec ,1200.0
8631,27.0,szczecin,niebuszewo,1,0,0,1,1,9 ,1,brak,blok ,2300.0
8632,43.0,szczecin,centrum,1,0,1,0,1,5 ,2,ulica,blok ,2800.0
8633,43.0,szczecin,gumieńce,0,1,0,1,1,parter ,2,brak,blok ,3020.0
8634,54.0,szczecin,kijewo,1,0,0,0,1,parter ,2,ulica,blok ,3067.0
8635,53.0,szczecin,pogodno,1,0,0,0,1,-1,3,brak,blok ,3440.0
8636,24.0,szczecin,niebuszewo,1,0,0,0,1,-1,1,brak,kamienica ,1400.0
8638,37.0,szczecin,centrum,1,0,0,1,1,5 ,1,ulica,blok ,2700.0
8639,40.61,szczecin,gumieńce,1,0,0,0,1,2 ,2,strzeżony,blok ,3060.0
8640,54.0,szczecin,centrum,1,0,0,0,1,3 ,3,strzeżony,blok ,4160.0
8641,60.06,szczecin,centrum,1,0,1,0,1,1 ,2,brak,kamienica ,3400.0
8642,20.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2200.0
8643,50.0,szczecin,centrum,1,0,1,1,1,3 ,2,garaż,apartamentowiec ,4100.0
8644,32.0,szczecin,centrum,1,0,0,0,1,5 ,2,identyfikator do strefy płatnego parkowania,blok ,2750.0
8645,31.83,szczecin,gumieńce,1,0,0,0,1,3 ,2,brak,apartamentowiec ,2500.0
8646,76.0,szczecin,centrum,1,0,0,0,1,3 ,3,brak,kamienica ,2500.0
8647,58.0,szczecin,centrum,1,0,0,0,1,3 ,2,ulica,kamienica ,2980.0
8648,62.4,szczecin,niebuszewo,0,1,1,0,1,3 ,4,brak,blok ,117183.0
8649,43.0,szczecin,centrum,1,0,0,1,1,4 ,2,brak,apartamentowiec ,3100.0
8650,45.0,szczecin,bukowe,0,1,0,1,1,2 ,2,brak,blok ,4301.0
8651,53.0,szczecin,centrum,1,0,1,0,1,2 ,2,strzeżony,blok ,2550.0
8653,38.5,szczecin,niebuszewo,0,1,0,0,1,1 ,2,brak,blok ,2655.0
8654,47.45,szczecin,niebuszewo,0,1,0,1,1,8 ,2,brak,blok ,2400.0
8655,35.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,blok ,2200.0
8656,37.0,szczecin,niebuszewo,0,1,0,0,1,4 ,2,brak,blok ,2550.0
8657,32.5,szczecin,niebuszewo,0,1,0,1,1,9 ,1,ulica,blok ,2350.0
8658,42.0,szczecin,centrum,1,0,0,1,1,3 ,2,brak,apartamentowiec ,3000.0
8659,26.0,szczecin,centrum,1,0,0,0,1,4 ,2,brak,kamienica ,2470.0
8660,50.0,szczecin,pomorzany,1,0,0,0,1,3 ,3,brak,blok ,2600.0
8661,60.0,szczecin,warszewo,1,0,0,0,1,2 ,3,ulica,dom wolnostojący ,2700.0
8662,147.0,szczecin,centrum,1,0,0,0,1,3 ,4,brak,kamienica ,4500.0
8663,50.0,szczecin,centrum,1,0,0,0,1,3 ,2,ulica,kamienica ,5398.0
8664,80.0,szczecin,centrum,1,0,0,0,1,2 ,3,brak,kamienica ,3970.0
8665,30.0,szczecin,zdroje,0,1,0,0,1,1 ,1,garaż,apartamentowiec ,2490.0
8666,45.0,szczecin,pomorzany,1,0,0,0,1,2 ,2,ulica,blok ,3300.0
8667,39.0,szczecin,niebuszewo,1,0,1,1,1,powyżej 10 ,1,brak,apartamentowiec ,2735.0
8668,30.0,szczecin,centrum,1,0,0,0,1,2 ,1,brak,kamienica ,2400.0
8669,52.64,szczecin,warszewo,1,0,0,1,1,2 ,2,brak,blok ,3500.0
8670,21.0,szczecin,bukowo,1,0,0,0,1,-1,1,brak,apartamentowiec ,2000.0
8671,63.5,szczecin,bukowe,1,0,0,0,1,4 ,3,brak,blok ,3930.0
8672,31.0,szczecin,świerczewo,1,0,0,0,1,4 ,2,ulica,blok ,2510.0
8673,49.0,szczecin,zdroje,1,0,1,0,1,4 ,2,ulica,blok ,2000.0
8674,24.0,szczecin,centrum,1,0,0,0,1,4 ,1,brak,blok ,1980.0
8675,67.0,szczecin,kijewo,1,0,1,0,1,2 ,3,strzeżony,blok ,3180.0
8676,35.0,szczecin,centrum,0,1,0,1,1,4 ,2,brak,apartamentowiec ,3970.0
8677,65.0,szczecin,zdroje,1,0,0,0,1,3 ,3,ulica,blok ,3600.0
8678,35.0,szczecin,centrum,1,0,0,0,1,1 ,2,brak,blok ,3180.0
8679,90.0,szczecin,słoneczne,0,1,1,1,1,1 ,3,ulica,kamienica ,3628.0
8680,45.0,szczecin,kijewo,0,1,0,0,1,parter ,2,brak,blok ,2399.0
8681,47.0,szczecin,gumieńce,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
8682,89.0,szczecin,centrum,1,0,0,0,1,parter ,4,brak,kamienica ,4000.0
8683,100.0,szczecin,centrum,1,0,0,0,0,3 ,3,ulica,kamienica ,3770.0
8684,70.0,szczecin,centrum,1,0,0,0,1,-1,3,brak,pozostałe ,3500.0
8685,30.0,szczecin,pomorzany,0,1,0,1,1,8 ,1,ulica,blok ,2190.0
8686,18.0,szczecin,pogodno,0,1,1,1,1,2 ,1,ulica,apartamentowiec ,2090.0
8687,79.0,szczecin,bukowo,0,1,1,1,1,parter ,3,ulica,kamienica ,3127.0
8688,56.0,szczecin,kijewo,0,1,1,1,1,2 ,2,brak,blok ,3600.0
8689,46.0,szczecin,pomorzany,1,0,0,1,1,2 ,2,brak,apartamentowiec ,3250.0
8690,25.0,szczecin,centrum,0,1,0,0,1,4 ,1,ulica,kamienica ,2150.0
8691,28.0,szczecin,bukowo,1,0,0,0,1,parter ,1,brak,dom wolnostojący ,1500.0
8692,49.0,szczecin,słoneczne,1,0,0,1,1,-1,2,ulica,blok ,3000.0
8693,35.0,szczecin,centrum,1,0,1,1,1,4 ,2,garaż,apartamentowiec ,3550.0
8694,32.0,szczecin,centrum,1,0,0,0,1,2 ,1,ulica,blok ,2490.0
8695,32.5,szczecin,niebuszewo,0,1,0,1,1,9 ,1,ulica,blok ,2350.0
8696,32.0,szczecin,centrum,0,1,1,0,1,1 ,1,brak,kamienica ,2200.0
8697,30.0,szczecin,gumieńce,1,0,0,1,1,4 ,1,garaż,apartamentowiec ,2400.0
8698,35.0,szczecin,centrum,1,0,0,1,1,5 ,2,identyfikator do strefy płatnego parkowania,apartamentowiec ,3460.0
8699,50.0,szczecin,pomorzany,1,0,0,0,1,4 ,2,ulica,blok ,3050.0
8700,56.2,szczecin,pogodno,0,1,0,0,1,1 ,2,garaż,apartamentowiec ,2900.0
8701,151.0,szczecin,centrum,1,0,1,0,1,3 ,4,brak,kamienica ,7300.0
8702,48.0,szczecin,centrum,0,1,0,1,1,3 ,2,garaż,blok ,3670.0
8703,40.0,szczecin,centrum,1,0,0,1,1,10 ,2,brak,blok ,251.0
8704,54.0,szczecin,bukowo,0,1,1,0,1,2 ,2,ulica,dom wolnostojący ,1900.0
8705,20.0,szczecin,centrum,1,0,0,0,1,5 ,1,brak,kamienica ,2101.0
8706,102.0,szczecin,gumieńce,1,0,0,0,0,1 ,4,brak,pozostałe ,4840.0
8708,30.0,szczecin,centrum,1,0,0,0,1,2 ,1,brak,kamienica ,2400.0
8709,31.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,2250.0
8710,32.0,szczecin,centrum,0,1,0,1,1,5 ,2,brak,apartamentowiec ,2750.0
8711,55.0,szczecin,kijewo,1,0,1,0,1,1 ,2,ulica,blok ,2900.0
8713,103.0,szczecin,centrum,1,0,0,0,1,5 ,4,brak,blok ,6500.0
8714,25.0,szczecin,centrum,1,0,0,0,1,3 ,1,brak,blok ,2400.0
8715,54.0,szczecin,kijewo,1,0,0,0,1,2 ,2,ulica,pozostałe ,3145.0
8716,45.0,szczecin,centrum,1,0,0,0,1,-1,1,ulica,dom wolnostojący ,2499.0
8717,64.0,szczecin,centrum,1,0,0,0,1,1 ,3,brak,kamienica ,4300.0
8718,54.5,szczecin,niebuszewo,1,0,0,0,1,-1,2,brak,blok ,3050.0
8719,51.0,szczecin,pomorzany,1,0,0,0,1,3 ,2,ulica,blok ,2968.0
8720,47.0,szczecin,gumieńce,1,0,0,1,1,3 ,2,brak,blok ,2400.0
8722,35.0,szczecin,gumieńce,1,0,1,0,1,2 ,3,brak,kamienica ,2000.0
8723,45.0,szczecin,centrum,1,0,0,0,1,2 ,2,identyfikator do strefy płatnego parkowania,kamienica ,2673.0
8724,48.0,szczecin,centrum,0,1,1,0,0,4 ,2,brak,kamienica ,2550.0
8725,31.0,szczecin,pomorzany,1,0,0,0,1,4 ,1,brak,kamienica ,2300.0
8726,37.0,szczecin,centrum,1,0,0,0,1,parter ,2,ulica,kamienica ,1000.0
8727,50.0,szczecin,warszewo,1,0,0,0,1,parter ,2,strzeżony,blok ,2600.0
8729,42.0,szczecin,pomorzany,1,0,0,0,1,parter ,2,brak,apartamentowiec ,2700.0
8730,50.0,szczecin,warszewo,1,0,0,1,1,1 ,2,strzeżony,apartamentowiec ,2920.0
8731,27.0,szczecin,pogodno,1,0,0,0,1,3 ,1,brak,blok ,2230.0
8732,41.0,szczecin,centrum,1,0,0,1,1,1 ,2,brak,apartamentowiec ,3100.0
8733,15.0,szczecin,centrum,1,0,0,0,1,parter ,1,brak,kamienica ,1900.0
8734,55.0,szczecin,centrum,1,0,0,0,1,3 ,2,brak,kamienica ,4001.0
8735,47.0,szczecin,gumieńce,1,0,1,0,1,parter ,2,ulica,blok ,2950.0
8736,32.0,szczecin,pogodno,1,0,0,1,1,2 ,2,garaż,apartamentowiec ,3090.0
8737,47.0,szczecin,centrum,0,1,0,1,1,3 ,2,garaż,blok ,3370.0
8738,40.5,szczecin,bukowo,1,0,0,1,1,1 ,2,brak,blok ,3320.0
8739,46.0,szczecin,gumieńce,1,0,0,1,1,4 ,2,garaż,blok ,3850.0
8740,49.0,szczecin,słoneczne,0,1,0,0,1,parter ,2,brak,blok ,4501.0
8741,90.0,szczecin,słoneczne,1,0,1,0,1,parter ,3,ulica,dom wolnostojący ,3900.0
8742,30.0,szczecin,centrum,0,1,0,0,1,2 ,1,brak,apartamentowiec ,2450.0
8743,35.6,szczecin,niebuszewo,1,0,0,1,1,2 ,2,brak,blok ,2450.0
8744,36.0,szczecin,centrum,1,0,1,0,1,1 ,2,brak,kamienica ,2570.0
8745,44.0,szczecin,centrum,0,1,0,1,1,5 ,2,garaż,apartamentowiec ,4090.0
8746,38.0,szczecin,centrum,1,0,0,1,1,2 ,1,brak,apartamentowiec ,2150.0
8747,25.0,szczecin,krzekowo,1,0,0,0,1,1 ,1,brak,dom wolnostojący ,2000.0
8748,30.0,szczecin,bukowe,0,1,0,0,1,1 ,1,ulica,blok ,2320.0
8749,50.5,szczecin,gumieńce,1,0,0,0,0,1 ,3,ulica,blok ,2650.0
8750,45.0,szczecin,słoneczne,0,1,0,1,1,10 ,2,brak,blok ,4301.0
8751,90.0,szczecin,bukowo,0,1,1,1,1,2 ,4,brak,kamienica ,4500.0
8752,53.0,szczecin,pogodno,1,0,1,1,1,7 ,2,ulica,blok ,3300.0
8753,37.0,szczecin,centrum,1,0,0,0,1,10 ,2,brak,blok ,2650.0
8754,42.0,szczecin,pogodno,1,0,0,1,0,5 ,2,brak,blok ,2550.0
8755,36.0,szczecin,centrum,0,1,0,1,1,2 ,3,brak,blok ,2700.0
8756,43.0,szczecin,centrum,1,0,0,0,1,powyżej 10 ,2,ulica,blok ,3050.0
8757,35.0,szczecin,centrum,1,0,0,1,1,5 ,1,garaż,kamienica ,2160.0
8758,60.0,szczecin,bukowe,1,0,0,1,0,parter ,3,brak,blok ,3750.0
8760,47.0,szczecin,centrum,1,0,0,0,1,3 ,2,ulica,kamienica ,2900.0
8761,37.0,szczecin,centrum,1,0,0,1,1,5 ,1,ulica,blok ,2700.0
8762,78.0,szczecin,gumieńce,1,0,1,0,1,1 ,4,brak,dom wolnostojący ,5200.0
8763,67.0,szczecin,warszewo,1,0,1,0,1,parter ,3,garaż,blok ,3830.0
8764,70.0,szczecin,centrum,0,1,0,0,1,1 ,2,brak,kamienica ,3800.0
8765,45.0,szczecin,bukowo,1,0,1,0,1,-1,3,brak,blok ,2500.0
